municipio,trimestre,Ocupação no trabalho,quantidade de ocupação no trabalho
Alagoas,2º trimestre 2023,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",101.0
Alagoas,2º trimestre 2023,"Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais",290.0
Alagoas,2º trimestre 2023,Outros serviços,58.0
Alagoas,2º trimestre 2023,Serviços domésticos,76.0
Alagoas,2º trimestre 2023,Atividades mal definidas,0.0
Alagoas,3º trimestre 2023,"Agricultura, pecuária, produção florestal, pesca e aquicultura",122.0
Alagoas,3º trimestre 2023,Indústria geral,85.0
Alagoas,3º trimestre 2023,Indústria de transformação,72.0
Alagoas,3º trimestre 2023,Construção,97.0
Alagoas,3º trimestre 2023,"Comércio, reparação de veículos automotores e motocicletas",258.0
Alagoas,3º trimestre 2023,"Transporte, armazenagem e correio",56.0
Alagoas,3º trimestre 2023,Alojamento e alimentação,77.0
Alagoas,3º trimestre 2023,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",106.0
Alagoas,3º trimestre 2023,"Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais",301.0
Alagoas,3º trimestre 2023,Outros serviços,58.0
Alagoas,3º trimestre 2023,Serviços domésticos,77.0
Alagoas,3º trimestre 2023,Atividades mal definidas,0.0
Alagoas,4º trimestre 2023,"Agricultura, pecuária, produção florestal, pesca e aquicultura",119.0
Alagoas,4º trimestre 2023,Indústria geral,84.0
Alagoas,4º trimestre 2023,Indústria de transformação,72.0
Alagoas,4º trimestre 2023,Construção,96.0
Alagoas,4º trimestre 2023,"Comércio, reparação de veículos automotores e motocicletas",268.0
Alagoas,4º trimestre 2023,"Transporte, armazenagem e correio",52.0
Alagoas,4º trimestre 2023,Alojamento e alimentação,72.0
Alagoas,4º trimestre 2023,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",113.0
Alagoas,4º trimestre 2023,"Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais",302.0
Alagoas,4º trimestre 2023,Outros serviços,62.0
Alagoas,4º trimestre 2023,Serviços domésticos,82.0
Alagoas,4º trimestre 2023,Atividades mal definidas,0.0
Alagoas,1º trimestre 2024,"Agricultura, pecuária, produção florestal, pesca e aquicultura",116.0
Alagoas,1º trimestre 2024,Indústria geral,86.0
Alagoas,1º trimestre 2024,Indústria de transformação,72.0
Alagoas,1º trimestre 2024,Construção,107.0
Alagoas,1º trimestre 2024,"Comércio, reparação de veículos automotores e motocicletas",248.0
Alagoas,1º trimestre 2024,"Transporte, armazenagem e correio",51.0
Alagoas,1º trimestre 2024,Alojamento e alimentação,73.0
Alagoas,1º trimestre 2024,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",108.0
Alagoas,1º trimestre 2024,"Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais",288.0
Alagoas,1º trimestre 2024,Outros serviços,62.0
Alagoas,1º trimestre 2024,Serviços domésticos,91.0
Alagoas,1º trimestre 2024,Atividades mal definidas,0.0
Alagoas,2º trimestre 2024,"Agricultura, pecuária, produção florestal, pesca e aquicultura",131.0
Alagoas,2º trimestre 2024,Indústria geral,85.0
Alagoas,2º trimestre 2024,Indústria de transformação,68.0
Alagoas,2º trimestre 2024,Construção,97.0
Alagoas,2º trimestre 2024,"Comércio, reparação de veículos automotores e motocicletas",253.0
Alagoas,2º trimestre 2024,"Transporte, armazenagem e correio",43.0
Alagoas,2º trimestre 2024,Alojamento e alimentação,82.0
Alagoas,2º trimestre 2024,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",122.0
Alagoas,2º trimestre 2024,"Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais",318.0
Alagoas,2º trimestre 2024,Outros serviços,61.0
Alagoas,2º trimestre 2024,Serviços domésticos,82.0
Alagoas,2º trimestre 2024,Atividades mal definidas,0.0
Alagoas,3º trimestre 2024,"Agricultura, pecuária, produção florestal, pesca e aquicultura",132.0
Alagoas,3º trimestre 2024,Indústria geral,99.0
Alagoas,3º trimestre 2024,Indústria de transformação,81.0
Alagoas,3º trimestre 2024,Construção,98.0
Alagoas,3º trimestre 2024,"Comércio, reparação de veículos automotores e motocicletas",253.0
Alagoas,3º trimestre 2024,"Transporte, armazenagem e correio",50.0
Alagoas,3º trimestre 2024,Alojamento e alimentação,80.0
Alagoas,3º trimestre 2024,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",111.0
Alagoas,3º trimestre 2024,"Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais",312.0
Alagoas,3º trimestre 2024,Outros serviços,60.0
Alagoas,3º trimestre 2024,Serviços domésticos,81.0
Alagoas,3º trimestre 2024,Atividades mal definidas,1.0
Alagoas,4º trimestre 2024,"Agricultura, pecuária, produção florestal, pesca e aquicultura",127.0
Alagoas,4º trimestre 2024,Indústria geral,100.0
Alagoas,4º trimestre 2024,Indústria de transformação,84.0
Alagoas,4º trimestre 2024,Construção,109.0
Alagoas,4º trimestre 2024,"Comércio, reparação de veículos automotores e motocicletas",266.0
Alagoas,4º trimestre 2024,"Transporte, armazenagem e correio",51.0
Alagoas,4º trimestre 2024,Alojamento e alimentação,79.0
Alagoas,4º trimestre 2024,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",110.0
Alagoas,4º trimestre 2024,"Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais",311.0
Alagoas,4º trimestre 2024,Outros serviços,68.0
Alagoas,4º trimestre 2024,Serviços domésticos,85.0
Alagoas,4º trimestre 2024,Atividades mal definidas,0.0
Sergipe,1º trimestre 2012,"Agricultura, pecuária, produção florestal, pesca e aquicultura",159.0
Sergipe,1º trimestre 2012,Indústria geral,92.0
Sergipe,1º trimestre 2012,Indústria de transformação,75.0
Sergipe,1º trimestre 2012,Construção,78.0
Sergipe,1º trimestre 2012,"Comércio, reparação de veículos automotores e motocicletas",155.0
Sergipe,1º trimestre 2012,"Transporte, armazenagem e correio",40.0
Sergipe,1º trimestre 2012,Alojamento e alimentação,29.0
Sergipe,1º trimestre 2012,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",54.0
Sergipe,1º trimestre 2012,"Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais",154.0
Sergipe,1º trimestre 2012,Outros serviços,35.0
Sergipe,1º trimestre 2012,Serviços domésticos,51.0
Sergipe,1º trimestre 2012,Atividades mal definidas,0.0
Sergipe,2º trimestre 2012,"Agricultura, pecuária, produção florestal, pesca e aquicultura",151.0
Sergipe,2º trimestre 2012,Indústria geral,97.0
Sergipe,2º trimestre 2012,Indústria de transformação,77.0
Sergipe,2º trimestre 2012,Construção,79.0
Sergipe,2º trimestre 2012,"Comércio, reparação de veículos automotores e motocicletas",155.0
Sergipe,2º trimestre 2012,"Transporte, armazenagem e correio",42.0
Sergipe,2º trimestre 2012,Alojamento e alimentação,35.0
Sergipe,2º trimestre 2012,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",64.0
Sergipe,2º trimestre 2012,"Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais",155.0
Sergipe,2º trimestre 2012,Outros serviços,35.0
Sergipe,2º trimestre 2012,Serviços domésticos,49.0
Sergipe,2º trimestre 2012,Atividades mal definidas,0.0
Sergipe,3º trimestre 2012,"Agricultura, pecuária, produção florestal, pesca e aquicultura",150.0
Sergipe,3º trimestre 2012,Indústria geral,99.0
Sergipe,3º trimestre 2012,Indústria de transformação,80.0
Sergipe,3º trimestre 2012,Construção,80.0
Sergipe,3º trimestre 2012,"Comércio, reparação de veículos automotores e motocicletas",166.0
Sergipe,3º trimestre 2012,"Transporte, armazenagem e correio",44.0
Sergipe,3º trimestre 2012,Alojamento e alimentação,34.0
Sergipe,3º trimestre 2012,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",65.0
Sergipe,3º trimestre 2012,"Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais",155.0
Sergipe,3º trimestre 2012,Outros serviços,37.0
Sergipe,3º trimestre 2012,Serviços domésticos,54.0
Sergipe,3º trimestre 2012,Atividades mal definidas,0.0
Sergipe,4º trimestre 2012,"Agricultura, pecuária, produção florestal, pesca e aquicultura",153.0
Sergipe,4º trimestre 2012,Indústria geral,109.0
Sergipe,4º trimestre 2012,Indústria de transformação,91.0
Sergipe,4º trimestre 2012,Construção,90.0
Sergipe,4º trimestre 2012,"Comércio, reparação de veículos automotores e motocicletas",175.0
Sergipe,4º trimestre 2012,"Transporte, armazenagem e correio",41.0
Sergipe,4º trimestre 2012,Alojamento e alimentação,41.0
Sergipe,4º trimestre 2012,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",69.0
Sergipe,4º trimestre 2012,"Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais",149.0
Sergipe,4º trimestre 2012,Outros serviços,39.0
Sergipe,4º trimestre 2012,Serviços domésticos,59.0
Sergipe,4º trimestre 2012,Atividades mal definidas,0.0
Sergipe,1º trimestre 2013,"Agricultura, pecuária, produção florestal, pesca e aquicultura",143.0
Sergipe,1º trimestre 2013,Indústria geral,104.0
Sergipe,1º trimestre 2013,Indústria de transformação,83.0
Sergipe,1º trimestre 2013,Construção,83.0
Sergipe,1º trimestre 2013,"Comércio, reparação de veículos automotores e motocicletas",176.0
Sergipe,1º trimestre 2013,"Transporte, armazenagem e correio",39.0
Sergipe,1º trimestre 2013,Alojamento e alimentação,38.0
Sergipe,1º trimestre 2013,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",69.0
Sergipe,1º trimestre 2013,"Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais",138.0
Sergipe,1º trimestre 2013,Outros serviços,43.0
Sergipe,1º trimestre 2013,Serviços domésticos,57.0
Sergipe,1º trimestre 2013,Atividades mal definidas,0.0
Sergipe,2º trimestre 2013,"Agricultura, pecuária, produção florestal, pesca e aquicultura",145.0
Sergipe,2º trimestre 2013,Indústria geral,104.0
Sergipe,2º trimestre 2013,Indústria de transformação,82.0
Sergipe,2º trimestre 2013,Construção,81.0
Sergipe,2º trimestre 2013,"Comércio, reparação de veículos automotores e motocicletas",171.0
Sergipe,2º trimestre 2013,"Transporte, armazenagem e correio",42.0
Sergipe,2º trimestre 2013,Alojamento e alimentação,37.0
Sergipe,2º trimestre 2013,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",68.0
Sergipe,2º trimestre 2013,"Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais",159.0
Sergipe,2º trimestre 2013,Outros serviços,36.0
Sergipe,2º trimestre 2013,Serviços domésticos,54.0
Sergipe,2º trimestre 2013,Atividades mal definidas,0.0
Sergipe,3º trimestre 2013,"Agricultura, pecuária, produção florestal, pesca e aquicultura",154.0
Sergipe,3º trimestre 2013,Indústria geral,100.0
Sergipe,3º trimestre 2013,Indústria de transformação,82.0
Sergipe,3º trimestre 2013,Construção,78.0
Sergipe,3º trimestre 2013,"Comércio, reparação de veículos automotores e motocicletas",173.0
Sergipe,3º trimestre 2013,"Transporte, armazenagem e correio",40.0
Sergipe,3º trimestre 2013,Alojamento e alimentação,34.0
Sergipe,3º trimestre 2013,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",73.0
Sergipe,3º trimestre 2013,"Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais",165.0
Sergipe,3º trimestre 2013,Outros serviços,37.0
Sergipe,3º trimestre 2013,Serviços domésticos,57.0
Sergipe,3º trimestre 2013,Atividades mal definidas,0.0
Sergipe,4º trimestre 2013,"Agricultura, pecuária, produção florestal, pesca e aquicultura",152.0
Sergipe,4º trimestre 2013,Indústria geral,97.0
Sergipe,4º trimestre 2013,Indústria de transformação,81.0
Sergipe,4º trimestre 2013,Construção,79.0
Sergipe,4º trimestre 2013,"Comércio, reparação de veículos automotores e motocicletas",185.0
Sergipe,4º trimestre 2013,"Transporte, armazenagem e correio",44.0
Sergipe,4º trimestre 2013,Alojamento e alimentação,33.0
Sergipe,4º trimestre 2013,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",71.0
Sergipe,4º trimestre 2013,"Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais",156.0
Sergipe,4º trimestre 2013,Outros serviços,36.0
Sergipe,4º trimestre 2013,Serviços domésticos,59.0
Sergipe,4º trimestre 2013,Atividades mal definidas,0.0
Sergipe,1º trimestre 2014,"Agricultura, pecuária, produção florestal, pesca e aquicultura",145.0
Sergipe,1º trimestre 2014,Indústria geral,104.0
Sergipe,1º trimestre 2014,Indústria de transformação,86.0
Sergipe,1º trimestre 2014,Construção,81.0
Sergipe,1º trimestre 2014,"Comércio, reparação de veículos automotores e motocicletas",175.0
Sergipe,1º trimestre 2014,"Transporte, armazenagem e correio",43.0
Sergipe,1º trimestre 2014,Alojamento e alimentação,38.0
Sergipe,1º trimestre 2014,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",72.0
Sergipe,1º trimestre 2014,"Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais",162.0
Sergipe,1º trimestre 2014,Outros serviços,35.0
Sergipe,1º trimestre 2014,Serviços domésticos,53.0
Sergipe,1º trimestre 2014,Atividades mal definidas,0.0
Sergipe,2º trimestre 2014,"Agricultura, pecuária, produção florestal, pesca e aquicultura",148.0
Sergipe,2º trimestre 2014,Indústria geral,103.0
Sergipe,2º trimestre 2014,Indústria de transformação,81.0
Sergipe,2º trimestre 2014,Construção,80.0
Sergipe,2º trimestre 2014,"Comércio, reparação de veículos automotores e motocicletas",174.0
Sergipe,2º trimestre 2014,"Transporte, armazenagem e correio",41.0
Sergipe,2º trimestre 2014,Alojamento e alimentação,36.0
Sergipe,2º trimestre 2014,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",71.0
Sergipe,2º trimestre 2014,"Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais",165.0
Sergipe,2º trimestre 2014,Outros serviços,33.0
Sergipe,2º trimestre 2014,Serviços domésticos,50.0
Sergipe,2º trimestre 2014,Atividades mal definidas,0.0
Sergipe,3º trimestre 2014,"Agricultura, pecuária, produção florestal, pesca e aquicultura",152.0
Sergipe,3º trimestre 2014,Indústria geral,98.0
Sergipe,3º trimestre 2014,Indústria de transformação,78.0
Sergipe,3º trimestre 2014,Construção,79.0
Sergipe,3º trimestre 2014,"Comércio, reparação de veículos automotores e motocicletas",174.0
Sergipe,3º trimestre 2014,"Transporte, armazenagem e correio",48.0
Sergipe,3º trimestre 2014,Alojamento e alimentação,42.0
Sergipe,3º trimestre 2014,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",75.0
