municipio,trimestre,Posição na ocupação,quantidade de posição e categoria
Bahia,2º trimestre 2022,"Empregado no setor público, exclusive militar e funcionário público estatutário - com carteira de trabalho assinada",73.0
Bahia,2º trimestre 2022,"Empregado no setor público, exclusive militar e funcionário público estatutário - sem carteira de trabalho assinada",243.0
Bahia,2º trimestre 2022,Empregado no setor público - militar e funcionário público estatutário,490.0
Bahia,2º trimestre 2022,Empregador,180.0
Bahia,2º trimestre 2022,Conta própria,1763.0
Bahia,2º trimestre 2022,Trabalhador familiar auxiliar,180.0
Bahia,3º trimestre 2022,"Empregado no setor privado, exclusive trabalhador doméstico",2768.0
Bahia,3º trimestre 2022,"Empregado no setor privado, exclusive trabalhador doméstico - com carteira de trabalho assinada",1533.0
Bahia,3º trimestre 2022,"Empregado no setor privado, exclusive trabalhador doméstico - sem carteira de trabalho assinada",1235.0
Bahia,3º trimestre 2022,Trabalhador doméstico,381.0
Bahia,3º trimestre 2022,Trabalhador doméstico - com carteira de trabalho assinada,65.0
Bahia,3º trimestre 2022,Trabalhador doméstico - sem carteira de trabalho assinada,316.0
Bahia,3º trimestre 2022,Empregado no setor público,819.0
Bahia,3º trimestre 2022,"Empregado no setor público, exclusive militar e funcionário público estatutário - com carteira de trabalho assinada",62.0
Bahia,3º trimestre 2022,"Empregado no setor público, exclusive militar e funcionário público estatutário - sem carteira de trabalho assinada",291.0
Bahia,3º trimestre 2022,Empregado no setor público - militar e funcionário público estatutário,466.0
Bahia,3º trimestre 2022,Empregador,175.0
Bahia,3º trimestre 2022,Conta própria,1685.0
Bahia,3º trimestre 2022,Trabalhador familiar auxiliar,182.0
Bahia,4º trimestre 2022,"Empregado no setor privado, exclusive trabalhador doméstico",2770.0
Bahia,4º trimestre 2022,"Empregado no setor privado, exclusive trabalhador doméstico - com carteira de trabalho assinada",1593.0
Bahia,4º trimestre 2022,"Empregado no setor privado, exclusive trabalhador doméstico - sem carteira de trabalho assinada",1177.0
Bahia,4º trimestre 2022,Trabalhador doméstico,394.0
Bahia,4º trimestre 2022,Trabalhador doméstico - com carteira de trabalho assinada,69.0
Bahia,4º trimestre 2022,Trabalhador doméstico - sem carteira de trabalho assinada,325.0
Bahia,4º trimestre 2022,Empregado no setor público,839.0
Bahia,4º trimestre 2022,"Empregado no setor público, exclusive militar e funcionário público estatutário - com carteira de trabalho assinada",73.0
Bahia,4º trimestre 2022,"Empregado no setor público, exclusive militar e funcionário público estatutário - sem carteira de trabalho assinada",280.0
Bahia,4º trimestre 2022,Empregado no setor público - militar e funcionário público estatutário,485.0
Bahia,4º trimestre 2022,Empregador,165.0
Bahia,4º trimestre 2022,Conta própria,1719.0
Bahia,4º trimestre 2022,Trabalhador familiar auxiliar,164.0
Bahia,1º trimestre 2023,"Empregado no setor privado, exclusive trabalhador doméstico",2675.0
Bahia,1º trimestre 2023,"Empregado no setor privado, exclusive trabalhador doméstico - com carteira de trabalho assinada",1535.0
Bahia,1º trimestre 2023,"Empregado no setor privado, exclusive trabalhador doméstico - sem carteira de trabalho assinada",1140.0
Bahia,1º trimestre 2023,Trabalhador doméstico,369.0
Bahia,1º trimestre 2023,Trabalhador doméstico - com carteira de trabalho assinada,87.0
Bahia,1º trimestre 2023,Trabalhador doméstico - sem carteira de trabalho assinada,282.0
Bahia,1º trimestre 2023,Empregado no setor público,787.0
Bahia,1º trimestre 2023,"Empregado no setor público, exclusive militar e funcionário público estatutário - com carteira de trabalho assinada",76.0
Bahia,1º trimestre 2023,"Empregado no setor público, exclusive militar e funcionário público estatutário - sem carteira de trabalho assinada",264.0
Bahia,1º trimestre 2023,Empregado no setor público - militar e funcionário público estatutário,447.0
Bahia,1º trimestre 2023,Empregador,181.0
Bahia,1º trimestre 2023,Conta própria,1731.0
Bahia,1º trimestre 2023,Trabalhador familiar auxiliar,150.0
Bahia,2º trimestre 2023,"Empregado no setor privado, exclusive trabalhador doméstico",2767.0
Bahia,2º trimestre 2023,"Empregado no setor privado, exclusive trabalhador doméstico - com carteira de trabalho assinada",1605.0
Bahia,2º trimestre 2023,"Empregado no setor privado, exclusive trabalhador doméstico - sem carteira de trabalho assinada",1162.0
Bahia,2º trimestre 2023,Trabalhador doméstico,366.0
Bahia,2º trimestre 2023,Trabalhador doméstico - com carteira de trabalho assinada,51.0
Bahia,2º trimestre 2023,Trabalhador doméstico - sem carteira de trabalho assinada,314.0
Bahia,2º trimestre 2023,Empregado no setor público,834.0
Bahia,2º trimestre 2023,"Empregado no setor público, exclusive militar e funcionário público estatutário - com carteira de trabalho assinada",70.0
Bahia,2º trimestre 2023,"Empregado no setor público, exclusive militar e funcionário público estatutário - sem carteira de trabalho assinada",305.0
Bahia,2º trimestre 2023,Empregado no setor público - militar e funcionário público estatutário,459.0
Bahia,2º trimestre 2023,Empregador,185.0
Bahia,2º trimestre 2023,Conta própria,1717.0
Bahia,2º trimestre 2023,Trabalhador familiar auxiliar,163.0
Bahia,3º trimestre 2023,"Empregado no setor privado, exclusive trabalhador doméstico",2815.0
Bahia,3º trimestre 2023,"Empregado no setor privado, exclusive trabalhador doméstico - com carteira de trabalho assinada",1624.0
Bahia,3º trimestre 2023,"Empregado no setor privado, exclusive trabalhador doméstico - sem carteira de trabalho assinada",1191.0
Bahia,3º trimestre 2023,Trabalhador doméstico,362.0
Bahia,3º trimestre 2023,Trabalhador doméstico - com carteira de trabalho assinada,65.0
Bahia,3º trimestre 2023,Trabalhador doméstico - sem carteira de trabalho assinada,297.0
Bahia,3º trimestre 2023,Empregado no setor público,866.0
Bahia,3º trimestre 2023,"Empregado no setor público, exclusive militar e funcionário público estatutário - com carteira de trabalho assinada",74.0
Bahia,3º trimestre 2023,"Empregado no setor público, exclusive militar e funcionário público estatutário - sem carteira de trabalho assinada",334.0
Bahia,3º trimestre 2023,Empregado no setor público - militar e funcionário público estatutário,458.0
Bahia,3º trimestre 2023,Empregador,219.0
Bahia,3º trimestre 2023,Conta própria,1711.0
Bahia,3º trimestre 2023,Trabalhador familiar auxiliar,165.0
Bahia,4º trimestre 2023,"Empregado no setor privado, exclusive trabalhador doméstico",2894.0
Bahia,4º trimestre 2023,"Empregado no setor privado, exclusive trabalhador doméstico - com carteira de trabalho assinada",1616.0
Bahia,4º trimestre 2023,"Empregado no setor privado, exclusive trabalhador doméstico - sem carteira de trabalho assinada",1279.0
Bahia,4º trimestre 2023,Trabalhador doméstico,366.0
Bahia,4º trimestre 2023,Trabalhador doméstico - com carteira de trabalho assinada,63.0
Bahia,4º trimestre 2023,Trabalhador doméstico - sem carteira de trabalho assinada,303.0
Bahia,4º trimestre 2023,Empregado no setor público,828.0
Bahia,4º trimestre 2023,"Empregado no setor público, exclusive militar e funcionário público estatutário - com carteira de trabalho assinada",89.0
Bahia,4º trimestre 2023,"Empregado no setor público, exclusive militar e funcionário público estatutário - sem carteira de trabalho assinada",292.0
Bahia,4º trimestre 2023,Empregado no setor público - militar e funcionário público estatutário,447.0
Bahia,4º trimestre 2023,Empregador,239.0
Bahia,4º trimestre 2023,Conta própria,1684.0
Bahia,4º trimestre 2023,Trabalhador familiar auxiliar,117.0
Bahia,1º trimestre 2024,"Empregado no setor privado, exclusive trabalhador doméstico",2862.0
Bahia,1º trimestre 2024,"Empregado no setor privado, exclusive trabalhador doméstico - com carteira de trabalho assinada",1652.0
Bahia,1º trimestre 2024,"Empregado no setor privado, exclusive trabalhador doméstico - sem carteira de trabalho assinada",1210.0
Bahia,1º trimestre 2024,Trabalhador doméstico,333.0
Bahia,1º trimestre 2024,Trabalhador doméstico - com carteira de trabalho assinada,62.0
Bahia,1º trimestre 2024,Trabalhador doméstico - sem carteira de trabalho assinada,271.0
Bahia,1º trimestre 2024,Empregado no setor público,869.0
Bahia,1º trimestre 2024,"Empregado no setor público, exclusive militar e funcionário público estatutário - com carteira de trabalho assinada",72.0
Bahia,1º trimestre 2024,"Empregado no setor público, exclusive militar e funcionário público estatutário - sem carteira de trabalho assinada",297.0
Bahia,1º trimestre 2024,Empregado no setor público - militar e funcionário público estatutário,500.0
Bahia,1º trimestre 2024,Empregador,235.0
Bahia,1º trimestre 2024,Conta própria,1609.0
Bahia,1º trimestre 2024,Trabalhador familiar auxiliar,129.0
Bahia,2º trimestre 2024,"Empregado no setor privado, exclusive trabalhador doméstico",2990.0
Bahia,2º trimestre 2024,"Empregado no setor privado, exclusive trabalhador doméstico - com carteira de trabalho assinada",1736.0
Bahia,2º trimestre 2024,"Empregado no setor privado, exclusive trabalhador doméstico - sem carteira de trabalho assinada",1254.0
Bahia,2º trimestre 2024,Trabalhador doméstico,357.0
Bahia,2º trimestre 2024,Trabalhador doméstico - com carteira de trabalho assinada,60.0
Bahia,2º trimestre 2024,Trabalhador doméstico - sem carteira de trabalho assinada,297.0
Bahia,2º trimestre 2024,Empregado no setor público,885.0
Bahia,2º trimestre 2024,"Empregado no setor público, exclusive militar e funcionário público estatutário - com carteira de trabalho assinada",96.0
Bahia,2º trimestre 2024,"Empregado no setor público, exclusive militar e funcionário público estatutário - sem carteira de trabalho assinada",330.0
Bahia,2º trimestre 2024,Empregado no setor público - militar e funcionário público estatutário,459.0
Bahia,2º trimestre 2024,Empregador,235.0
Bahia,2º trimestre 2024,Conta própria,1581.0
Bahia,2º trimestre 2024,Trabalhador familiar auxiliar,112.0
Bahia,3º trimestre 2024,"Empregado no setor privado, exclusive trabalhador doméstico",3040.0
Bahia,3º trimestre 2024,"Empregado no setor privado, exclusive trabalhador doméstico - com carteira de trabalho assinada",1713.0
Bahia,3º trimestre 2024,"Empregado no setor privado, exclusive trabalhador doméstico - sem carteira de trabalho assinada",1327.0
Bahia,3º trimestre 2024,Trabalhador doméstico,403.0
Bahia,3º trimestre 2024,Trabalhador doméstico - com carteira de trabalho assinada,60.0
Bahia,3º trimestre 2024,Trabalhador doméstico - sem carteira de trabalho assinada,343.0
Bahia,3º trimestre 2024,Empregado no setor público,899.0
Bahia,3º trimestre 2024,"Empregado no setor público, exclusive militar e funcionário público estatutário - com carteira de trabalho assinada",96.0
Bahia,3º trimestre 2024,"Empregado no setor público, exclusive militar e funcionário público estatutário - sem carteira de trabalho assinada",371.0
Bahia,3º trimestre 2024,Empregado no setor público - militar e funcionário público estatutário,432.0
Bahia,3º trimestre 2024,Empregador,242.0
Bahia,3º trimestre 2024,Conta própria,1646.0
Bahia,3º trimestre 2024,Trabalhador familiar auxiliar,113.0
Bahia,4º trimestre 2024,"Empregado no setor privado, exclusive trabalhador doméstico",3181.0
Bahia,4º trimestre 2024,"Empregado no setor privado, exclusive trabalhador doméstico - com carteira de trabalho assinada",1826.0
Bahia,4º trimestre 2024,"Empregado no setor privado, exclusive trabalhador doméstico - sem carteira de trabalho assinada",1355.0
Bahia,4º trimestre 2024,Trabalhador doméstico,413.0
Bahia,4º trimestre 2024,Trabalhador doméstico - com carteira de trabalho assinada,62.0
Bahia,4º trimestre 2024,Trabalhador doméstico - sem carteira de trabalho assinada,352.0
Bahia,4º trimestre 2024,Empregado no setor público,865.0
Bahia,4º trimestre 2024,"Empregado no setor público, exclusive militar e funcionário público estatutário - com carteira de trabalho assinada",76.0
Bahia,4º trimestre 2024,"Empregado no setor público, exclusive militar e funcionário público estatutário - sem carteira de trabalho assinada",337.0
Bahia,4º trimestre 2024,Empregado no setor público - militar e funcionário público estatutário,453.0
Bahia,4º trimestre 2024,Empregador,241.0
Bahia,4º trimestre 2024,Conta própria,1701.0
Bahia,4º trimestre 2024,Trabalhador familiar auxiliar,121.0
Minas Gerais,1º trimestre 2012,"Empregado no setor privado, exclusive trabalhador doméstico",5008.0
Minas Gerais,1º trimestre 2012,"Empregado no setor privado, exclusive trabalhador doméstico - com carteira de trabalho assinada",3722.0
Minas Gerais,1º trimestre 2012,"Empregado no setor privado, exclusive trabalhador doméstico - sem carteira de trabalho assinada",1286.0
Minas Gerais,1º trimestre 2012,Trabalhador doméstico,683.0
Minas Gerais,1º trimestre 2012,Trabalhador doméstico - com carteira de trabalho assinada,230.0
Minas Gerais,1º trimestre 2012,Trabalhador doméstico - sem carteira de trabalho assinada,454.0
Minas Gerais,1º trimestre 2012,Empregado no setor público,1108.0
Minas Gerais,1º trimestre 2012,"Empregado no setor público, exclusive militar e funcionário público estatutário - com carteira de trabalho assinada",140.0
Minas Gerais,1º trimestre 2012,"Empregado no setor público, exclusive militar e funcionário público estatutário - sem carteira de trabalho assinada",249.0
Minas Gerais,1º trimestre 2012,Empregado no setor público - militar e funcionário público estatutário,718.0
Minas Gerais,1º trimestre 2012,Empregador,399.0
Minas Gerais,1º trimestre 2012,Conta própria,1923.0
Minas Gerais,1º trimestre 2012,Trabalhador familiar auxiliar,196.0
Minas Gerais,2º trimestre 2012,"Empregado no setor privado, exclusive trabalhador doméstico",5192.0
Minas Gerais,2º trimestre 2012,"Empregado no setor privado, exclusive trabalhador doméstico - com carteira de trabalho assinada",3823.0
Minas Gerais,2º trimestre 2012,"Empregado no setor privado, exclusive trabalhador doméstico - sem carteira de trabalho assinada",1369.0
