municipio,posição de ocupação,trimestre,quantidade de posição de ocupação
Belo Horizonte (MG),Trabalhador familiar auxiliar,4º trimestre 2023,3.0
Belo Horizonte (MG),Trabalhador familiar auxiliar,1º trimestre 2024,4.0
Belo Horizonte (MG),Trabalhador familiar auxiliar,2º trimestre 2024,2.0
Belo Horizonte (MG),Trabalhador familiar auxiliar,3º trimestre 2024,3.0
Belo Horizonte (MG),Trabalhador familiar auxiliar,4º trimestre 2024,7.0
Vitória (ES),Empregado,1º trimestre 2012,124.0
Vitória (ES),Empregado,2º trimestre 2012,126.0
Vitória (ES),Empregado,3º trimestre 2012,131.0
Vitória (ES),Empregado,4º trimestre 2012,130.0
Vitória (ES),Empregado,1º trimestre 2013,133.0
Vitória (ES),Empregado,2º trimestre 2013,134.0
Vitória (ES),Empregado,3º trimestre 2013,144.0
Vitória (ES),Empregado,4º trimestre 2013,142.0
Vitória (ES),Empregado,1º trimestre 2014,135.0
Vitória (ES),Empregado,2º trimestre 2014,128.0
Vitória (ES),Empregado,3º trimestre 2014,128.0
Vitória (ES),Empregado,4º trimestre 2014,125.0
Vitória (ES),Empregado,1º trimestre 2015,125.0
Vitória (ES),Empregado,2º trimestre 2015,129.0
Vitória (ES),Empregado,3º trimestre 2015,131.0
Vitória (ES),Empregado,4º trimestre 2015,130.0
Vitória (ES),Empregado,1º trimestre 2016,131.0
Vitória (ES),Empregado,2º trimestre 2016,120.0
Vitória (ES),Empregado,3º trimestre 2016,122.0
Vitória (ES),Empregado,4º trimestre 2016,127.0
Vitória (ES),Empregado,1º trimestre 2017,119.0
Vitória (ES),Empregado,2º trimestre 2017,117.0
Vitória (ES),Empregado,3º trimestre 2017,127.0
Vitória (ES),Empregado,4º trimestre 2017,123.0
Vitória (ES),Empregado,1º trimestre 2018,120.0
Vitória (ES),Empregado,2º trimestre 2018,129.0
Vitória (ES),Empregado,3º trimestre 2018,127.0
Vitória (ES),Empregado,4º trimestre 2018,127.0
Vitória (ES),Empregado,1º trimestre 2019,128.0
Vitória (ES),Empregado,2º trimestre 2019,132.0
Vitória (ES),Empregado,3º trimestre 2019,125.0
Vitória (ES),Empregado,4º trimestre 2019,124.0
Vitória (ES),Empregado,1º trimestre 2020,119.0
Vitória (ES),Empregado,2º trimestre 2020,0.0
Vitória (ES),Empregado,3º trimestre 2020,0.0
Vitória (ES),Empregado,4º trimestre 2020,0.0
Vitória (ES),Empregado,1º trimestre 2021,0.0
Vitória (ES),Empregado,2º trimestre 2021,0.0
Vitória (ES),Empregado,3º trimestre 2021,0.0
Vitória (ES),Empregado,4º trimestre 2021,0.0
Vitória (ES),Empregado,1º trimestre 2022,0.0
Vitória (ES),Empregado,2º trimestre 2022,132.0
Vitória (ES),Empregado,3º trimestre 2022,135.0
Vitória (ES),Empregado,4º trimestre 2022,137.0
Vitória (ES),Empregado,1º trimestre 2023,126.0
Vitória (ES),Empregado,2º trimestre 2023,133.0
Vitória (ES),Empregado,3º trimestre 2023,134.0
Vitória (ES),Empregado,4º trimestre 2023,141.0
Vitória (ES),Empregado,1º trimestre 2024,135.0
Vitória (ES),Empregado,2º trimestre 2024,137.0
Vitória (ES),Empregado,3º trimestre 2024,136.0
Vitória (ES),Empregado,4º trimestre 2024,130.0
Vitória (ES),Empregador,1º trimestre 2012,11.0
Vitória (ES),Empregador,2º trimestre 2012,12.0
Vitória (ES),Empregador,3º trimestre 2012,12.0
Vitória (ES),Empregador,4º trimestre 2012,9.0
Vitória (ES),Empregador,1º trimestre 2013,12.0
Vitória (ES),Empregador,2º trimestre 2013,13.0
Vitória (ES),Empregador,3º trimestre 2013,10.0
Vitória (ES),Empregador,4º trimestre 2013,11.0
Vitória (ES),Empregador,1º trimestre 2014,10.0
Vitória (ES),Empregador,2º trimestre 2014,10.0
Vitória (ES),Empregador,3º trimestre 2014,11.0
Vitória (ES),Empregador,4º trimestre 2014,12.0
Vitória (ES),Empregador,1º trimestre 2015,13.0
Vitória (ES),Empregador,2º trimestre 2015,18.0
Vitória (ES),Empregador,3º trimestre 2015,19.0
Vitória (ES),Empregador,4º trimestre 2015,18.0
Vitória (ES),Empregador,1º trimestre 2016,20.0
Vitória (ES),Empregador,2º trimestre 2016,20.0
Vitória (ES),Empregador,3º trimestre 2016,17.0
Vitória (ES),Empregador,4º trimestre 2016,15.0
Vitória (ES),Empregador,1º trimestre 2017,17.0
Vitória (ES),Empregador,2º trimestre 2017,19.0
Vitória (ES),Empregador,3º trimestre 2017,15.0
Vitória (ES),Empregador,4º trimestre 2017,17.0
Vitória (ES),Empregador,1º trimestre 2018,17.0
Vitória (ES),Empregador,2º trimestre 2018,14.0
Vitória (ES),Empregador,3º trimestre 2018,16.0
Vitória (ES),Empregador,4º trimestre 2018,18.0
Vitória (ES),Empregador,1º trimestre 2019,20.0
Vitória (ES),Empregador,2º trimestre 2019,18.0
Vitória (ES),Empregador,3º trimestre 2019,18.0
Vitória (ES),Empregador,4º trimestre 2019,16.0
Vitória (ES),Empregador,1º trimestre 2020,15.0
Vitória (ES),Empregador,2º trimestre 2020,0.0
Vitória (ES),Empregador,3º trimestre 2020,0.0
Vitória (ES),Empregador,4º trimestre 2020,0.0
Vitória (ES),Empregador,1º trimestre 2021,0.0
Vitória (ES),Empregador,2º trimestre 2021,0.0
Vitória (ES),Empregador,3º trimestre 2021,0.0
Vitória (ES),Empregador,4º trimestre 2021,0.0
Vitória (ES),Empregador,1º trimestre 2022,0.0
Vitória (ES),Empregador,2º trimestre 2022,12.0
Vitória (ES),Empregador,3º trimestre 2022,11.0
Vitória (ES),Empregador,4º trimestre 2022,11.0
Vitória (ES),Empregador,1º trimestre 2023,12.0
Vitória (ES),Empregador,2º trimestre 2023,13.0
Vitória (ES),Empregador,3º trimestre 2023,13.0
Vitória (ES),Empregador,4º trimestre 2023,14.0
Vitória (ES),Empregador,1º trimestre 2024,12.0
Vitória (ES),Empregador,2º trimestre 2024,16.0
Vitória (ES),Empregador,3º trimestre 2024,14.0
Vitória (ES),Empregador,4º trimestre 2024,13.0
Vitória (ES),Conta própria,1º trimestre 2012,34.0
Vitória (ES),Conta própria,2º trimestre 2012,33.0
Vitória (ES),Conta própria,3º trimestre 2012,30.0
Vitória (ES),Conta própria,4º trimestre 2012,32.0
Vitória (ES),Conta própria,1º trimestre 2013,29.0
Vitória (ES),Conta própria,2º trimestre 2013,30.0
Vitória (ES),Conta própria,3º trimestre 2013,26.0
Vitória (ES),Conta própria,4º trimestre 2013,25.0
Vitória (ES),Conta própria,1º trimestre 2014,27.0
Vitória (ES),Conta própria,2º trimestre 2014,26.0
Vitória (ES),Conta própria,3º trimestre 2014,28.0
Vitória (ES),Conta própria,4º trimestre 2014,29.0
Vitória (ES),Conta própria,1º trimestre 2015,30.0
Vitória (ES),Conta própria,2º trimestre 2015,28.0
Vitória (ES),Conta própria,3º trimestre 2015,30.0
Vitória (ES),Conta própria,4º trimestre 2015,33.0
Vitória (ES),Conta própria,1º trimestre 2016,33.0
Vitória (ES),Conta própria,2º trimestre 2016,30.0
Vitória (ES),Conta própria,3º trimestre 2016,30.0
Vitória (ES),Conta própria,4º trimestre 2016,32.0
Vitória (ES),Conta própria,1º trimestre 2017,31.0
Vitória (ES),Conta própria,2º trimestre 2017,35.0
Vitória (ES),Conta própria,3º trimestre 2017,35.0
Vitória (ES),Conta própria,4º trimestre 2017,41.0
Vitória (ES),Conta própria,1º trimestre 2018,41.0
Vitória (ES),Conta própria,2º trimestre 2018,36.0
Vitória (ES),Conta própria,3º trimestre 2018,40.0
Vitória (ES),Conta própria,4º trimestre 2018,39.0
Vitória (ES),Conta própria,1º trimestre 2019,46.0
Vitória (ES),Conta própria,2º trimestre 2019,43.0
Vitória (ES),Conta própria,3º trimestre 2019,47.0
Vitória (ES),Conta própria,4º trimestre 2019,44.0
Vitória (ES),Conta própria,1º trimestre 2020,45.0
Vitória (ES),Conta própria,2º trimestre 2020,0.0
Vitória (ES),Conta própria,3º trimestre 2020,0.0
Vitória (ES),Conta própria,4º trimestre 2020,0.0
Vitória (ES),Conta própria,1º trimestre 2021,0.0
Vitória (ES),Conta própria,2º trimestre 2021,0.0
Vitória (ES),Conta própria,3º trimestre 2021,0.0
Vitória (ES),Conta própria,4º trimestre 2021,0.0
Vitória (ES),Conta própria,1º trimestre 2022,0.0
Vitória (ES),Conta própria,2º trimestre 2022,43.0
Vitória (ES),Conta própria,3º trimestre 2022,39.0
Vitória (ES),Conta própria,4º trimestre 2022,41.0
Vitória (ES),Conta própria,1º trimestre 2023,44.0
Vitória (ES),Conta própria,2º trimestre 2023,39.0
Vitória (ES),Conta própria,3º trimestre 2023,40.0
Vitória (ES),Conta própria,4º trimestre 2023,37.0
Vitória (ES),Conta própria,1º trimestre 2024,42.0
Vitória (ES),Conta própria,2º trimestre 2024,42.0
Vitória (ES),Conta própria,3º trimestre 2024,45.0
Vitória (ES),Conta própria,4º trimestre 2024,46.0
Vitória (ES),Trabalhador familiar auxiliar,1º trimestre 2012,1.0
Vitória (ES),Trabalhador familiar auxiliar,2º trimestre 2012,1.0
Vitória (ES),Trabalhador familiar auxiliar,3º trimestre 2012,2.0
Vitória (ES),Trabalhador familiar auxiliar,4º trimestre 2012,1.0
Vitória (ES),Trabalhador familiar auxiliar,1º trimestre 2013,1.0
Vitória (ES),Trabalhador familiar auxiliar,2º trimestre 2013,1.0
Vitória (ES),Trabalhador familiar auxiliar,3º trimestre 2013,1.0
Vitória (ES),Trabalhador familiar auxiliar,4º trimestre 2013,1.0
Vitória (ES),Trabalhador familiar auxiliar,1º trimestre 2014,1.0
Vitória (ES),Trabalhador familiar auxiliar,2º trimestre 2014,1.0
Vitória (ES),Trabalhador familiar auxiliar,3º trimestre 2014,1.0
Vitória (ES),Trabalhador familiar auxiliar,4º trimestre 2014,0.0
Vitória (ES),Trabalhador familiar auxiliar,1º trimestre 2015,1.0
Vitória (ES),Trabalhador familiar auxiliar,2º trimestre 2015,1.0
Vitória (ES),Trabalhador familiar auxiliar,3º trimestre 2015,0.0
Vitória (ES),Trabalhador familiar auxiliar,4º trimestre 2015,0.0
Vitória (ES),Trabalhador familiar auxiliar,1º trimestre 2016,0.0
Vitória (ES),Trabalhador familiar auxiliar,2º trimestre 2016,0.0
Vitória (ES),Trabalhador familiar auxiliar,3º trimestre 2016,0.0
Vitória (ES),Trabalhador familiar auxiliar,4º trimestre 2016,1.0
Vitória (ES),Trabalhador familiar auxiliar,1º trimestre 2017,1.0
Vitória (ES),Trabalhador familiar auxiliar,2º trimestre 2017,1.0
Vitória (ES),Trabalhador familiar auxiliar,3º trimestre 2017,1.0
Vitória (ES),Trabalhador familiar auxiliar,4º trimestre 2017,1.0
Vitória (ES),Trabalhador familiar auxiliar,1º trimestre 2018,1.0
Vitória (ES),Trabalhador familiar auxiliar,2º trimestre 2018,1.0
Vitória (ES),Trabalhador familiar auxiliar,3º trimestre 2018,1.0
Vitória (ES),Trabalhador familiar auxiliar,4º trimestre 2018,0.0
Vitória (ES),Trabalhador familiar auxiliar,1º trimestre 2019,1.0
Vitória (ES),Trabalhador familiar auxiliar,2º trimestre 2019,1.0
Vitória (ES),Trabalhador familiar auxiliar,3º trimestre 2019,1.0
Vitória (ES),Trabalhador familiar auxiliar,4º trimestre 2019,1.0
Vitória (ES),Trabalhador familiar auxiliar,1º trimestre 2020,1.0
Vitória (ES),Trabalhador familiar auxiliar,2º trimestre 2020,0.0
Vitória (ES),Trabalhador familiar auxiliar,3º trimestre 2020,0.0
Vitória (ES),Trabalhador familiar auxiliar,4º trimestre 2020,0.0
Vitória (ES),Trabalhador familiar auxiliar,1º trimestre 2021,0.0
Vitória (ES),Trabalhador familiar auxiliar,2º trimestre 2021,0.0
Vitória (ES),Trabalhador familiar auxiliar,3º trimestre 2021,0.0
Vitória (ES),Trabalhador familiar auxiliar,4º trimestre 2021,0.0
Vitória (ES),Trabalhador familiar auxiliar,1º trimestre 2022,0.0
Vitória (ES),Trabalhador familiar auxiliar,2º trimestre 2022,1.0
Vitória (ES),Trabalhador familiar auxiliar,3º trimestre 2022,0.0
Vitória (ES),Trabalhador familiar auxiliar,4º trimestre 2022,0.0
Vitória (ES),Trabalhador familiar auxiliar,1º trimestre 2023,1.0
Vitória (ES),Trabalhador familiar auxiliar,2º trimestre 2023,0.0
Vitória (ES),Trabalhador familiar auxiliar,3º trimestre 2023,1.0
Vitória (ES),Trabalhador familiar auxiliar,4º trimestre 2023,1.0
Vitória (ES),Trabalhador familiar auxiliar,1º trimestre 2024,0.0
Vitória (ES),Trabalhador familiar auxiliar,2º trimestre 2024,0.0
Vitória (ES),Trabalhador familiar auxiliar,3º trimestre 2024,0.0
Vitória (ES),Trabalhador familiar auxiliar,4º trimestre 2024,0.0
Rio de Janeiro (RJ),Empregado,1º trimestre 2012,2331.0
Rio de Janeiro (RJ),Empregado,2º trimestre 2012,2359.0
Rio de Janeiro (RJ),Empregado,3º trimestre 2012,2332.0
Rio de Janeiro (RJ),Empregado,4º trimestre 2012,2372.0
Rio de Janeiro (RJ),Empregado,1º trimestre 2013,2360.0
Rio de Janeiro (RJ),Empregado,2º trimestre 2013,2372.0
Rio de Janeiro (RJ),Empregado,3º trimestre 2013,2386.0
Rio de Janeiro (RJ),Empregado,4º trimestre 2013,2367.0
Rio de Janeiro (RJ),Empregado,1º trimestre 2014,2375.0
Rio de Janeiro (RJ),Empregado,2º trimestre 2014,2353.0
Rio de Janeiro (RJ),Empregado,3º trimestre 2014,2361.0
Rio de Janeiro (RJ),Empregado,4º trimestre 2014,2349.0
Rio de Janeiro (RJ),Empregado,1º trimestre 2015,2313.0
Rio de Janeiro (RJ),Empregado,2º trimestre 2015,2361.0
Rio de Janeiro (RJ),Empregado,3º trimestre 2015,2362.0
Rio de Janeiro (RJ),Empregado,4º trimestre 2015,2371.0
Rio de Janeiro (RJ),Empregado,1º trimestre 2016,2332.0
Rio de Janeiro (RJ),Empregado,2º trimestre 2016,2277.0
Rio de Janeiro (RJ),Empregado,3º trimestre 2016,2260.0
Rio de Janeiro (RJ),Empregado,4º trimestre 2016,2225.0
Rio de Janeiro (RJ),Empregado,1º trimestre 2017,2214.0
Rio de Janeiro (RJ),Empregado,2º trimestre 2017,2170.0
Rio de Janeiro (RJ),Empregado,3º trimestre 2017,2186.0
Rio de Janeiro (RJ),Empregado,4º trimestre 2017,2195.0
Rio de Janeiro (RJ),Empregado,1º trimestre 2018,2173.0
Rio de Janeiro (RJ),Empregado,2º trimestre 2018,2150.0
Rio de Janeiro (RJ),Empregado,3º trimestre 2018,2187.0
Rio de Janeiro (RJ),Empregado,4º trimestre 2018,2192.0
Rio de Janeiro (RJ),Empregado,1º trimestre 2019,2173.0
Rio de Janeiro (RJ),Empregado,2º trimestre 2019,2172.0
Rio de Janeiro (RJ),Empregado,3º trimestre 2019,2183.0
Rio de Janeiro (RJ),Empregado,4º trimestre 2019,2213.0
Rio de Janeiro (RJ),Empregado,1º trimestre 2020,2157.0
Rio de Janeiro (RJ),Empregado,2º trimestre 2020,0.0
Rio de Janeiro (RJ),Empregado,3º trimestre 2020,0.0
Rio de Janeiro (RJ),Empregado,4º trimestre 2020,0.0
Rio de Janeiro (RJ),Empregado,1º trimestre 2021,0.0
Rio de Janeiro (RJ),Empregado,2º trimestre 2021,0.0
Rio de Janeiro (RJ),Empregado,3º trimestre 2021,0.0
Rio de Janeiro (RJ),Empregado,4º trimestre 2021,0.0
Rio de Janeiro (RJ),Empregado,1º trimestre 2022,0.0
Rio de Janeiro (RJ),Empregado,2º trimestre 2022,2287.0
Rio de Janeiro (RJ),Empregado,3º trimestre 2022,2258.0
Rio de Janeiro (RJ),Empregado,4º trimestre 2022,2311.0
Rio de Janeiro (RJ),Empregado,1º trimestre 2023,2268.0
Rio de Janeiro (RJ),Empregado,2º trimestre 2023,2311.0
Rio de Janeiro (RJ),Empregado,3º trimestre 2023,2315.0
Rio de Janeiro (RJ),Empregado,4º trimestre 2023,2270.0
Rio de Janeiro (RJ),Empregado,1º trimestre 2024,2282.0
Rio de Janeiro (RJ),Empregado,2º trimestre 2024,2317.0
Rio de Janeiro (RJ),Empregado,3º trimestre 2024,2335.0
Rio de Janeiro (RJ),Empregado,4º trimestre 2024,2375.0
Rio de Janeiro (RJ),Empregador,1º trimestre 2012,77.0
Rio de Janeiro (RJ),Empregador,2º trimestre 2012,85.0
Rio de Janeiro (RJ),Empregador,3º trimestre 2012,81.0
Rio de Janeiro (RJ),Empregador,4º trimestre 2012,76.0
Rio de Janeiro (RJ),Empregador,1º trimestre 2013,74.0
Rio de Janeiro (RJ),Empregador,2º trimestre 2013,75.0
Rio de Janeiro (RJ),Empregador,3º trimestre 2013,83.0
Rio de Janeiro (RJ),Empregador,4º trimestre 2013,91.0
Rio de Janeiro (RJ),Empregador,1º trimestre 2014,90.0
Rio de Janeiro (RJ),Empregador,2º trimestre 2014,102.0
Rio de Janeiro (RJ),Empregador,3º trimestre 2014,92.0
Rio de Janeiro (RJ),Empregador,4º trimestre 2014,113.0
Rio de Janeiro (RJ),Empregador,1º trimestre 2015,117.0
Rio de Janeiro (RJ),Empregador,2º trimestre 2015,111.0
Rio de Janeiro (RJ),Empregador,3º trimestre 2015,105.0
Rio de Janeiro (RJ),Empregador,4º trimestre 2015,94.0
Rio de Janeiro (RJ),Empregador,1º trimestre 2016,98.0
Rio de Janeiro (RJ),Empregador,2º trimestre 2016,100.0
Rio de Janeiro (RJ),Empregador,3º trimestre 2016,111.0
Rio de Janeiro (RJ),Empregador,4º trimestre 2016,100.0
Rio de Janeiro (RJ),Empregador,1º trimestre 2017,107.0
Rio de Janeiro (RJ),Empregador,2º trimestre 2017,91.0
Rio de Janeiro (RJ),Empregador,3º trimestre 2017,94.0
Rio de Janeiro (RJ),Empregador,4º trimestre 2017,83.0
Rio de Janeiro (RJ),Empregador,1º trimestre 2018,91.0
Rio de Janeiro (RJ),Empregador,2º trimestre 2018,103.0
Rio de Janeiro (RJ),Empregador,3º trimestre 2018,109.0
Rio de Janeiro (RJ),Empregador,4º trimestre 2018,99.0
Rio de Janeiro (RJ),Empregador,1º trimestre 2019,107.0
Rio de Janeiro (RJ),Empregador,2º trimestre 2019,110.0
Rio de Janeiro (RJ),Empregador,3º trimestre 2019,119.0
Rio de Janeiro (RJ),Empregador,4º trimestre 2019,128.0
Rio de Janeiro (RJ),Empregador,1º trimestre 2020,115.0
Rio de Janeiro (RJ),Empregador,2º trimestre 2020,0.0
Rio de Janeiro (RJ),Empregador,3º trimestre 2020,0.0
Rio de Janeiro (RJ),Empregador,4º trimestre 2020,0.0
Rio de Janeiro (RJ),Empregador,1º trimestre 2021,0.0
Rio de Janeiro (RJ),Empregador,2º trimestre 2021,0.0
Rio de Janeiro (RJ),Empregador,3º trimestre 2021,0.0
Rio de Janeiro (RJ),Empregador,4º trimestre 2021,0.0
Rio de Janeiro (RJ),Empregador,1º trimestre 2022,0.0
Rio de Janeiro (RJ),Empregador,2º trimestre 2022,104.0
Rio de Janeiro (RJ),Empregador,3º trimestre 2022,117.0
Rio de Janeiro (RJ),Empregador,4º trimestre 2022,129.0
Rio de Janeiro (RJ),Empregador,1º trimestre 2023,124.0
Rio de Janeiro (RJ),Empregador,2º trimestre 2023,126.0
Rio de Janeiro (RJ),Empregador,3º trimestre 2023,139.0
Rio de Janeiro (RJ),Empregador,4º trimestre 2023,147.0
Rio de Janeiro (RJ),Empregador,1º trimestre 2024,142.0
Rio de Janeiro (RJ),Empregador,2º trimestre 2024,150.0
Rio de Janeiro (RJ),Empregador,3º trimestre 2024,158.0
Rio de Janeiro (RJ),Empregador,4º trimestre 2024,160.0
Rio de Janeiro (RJ),Conta própria,1º trimestre 2012,611.0
Rio de Janeiro (RJ),Conta própria,2º trimestre 2012,632.0
Rio de Janeiro (RJ),Conta própria,3º trimestre 2012,631.0
Rio de Janeiro (RJ),Conta própria,4º trimestre 2012,594.0
Rio de Janeiro (RJ),Conta própria,1º trimestre 2013,591.0
Rio de Janeiro (RJ),Conta própria,2º trimestre 2013,602.0
Rio de Janeiro (RJ),Conta própria,3º trimestre 2013,622.0
Rio de Janeiro (RJ),Conta própria,4º trimestre 2013,611.0
Rio de Janeiro (RJ),Conta própria,1º trimestre 2014,609.0
Rio de Janeiro (RJ),Conta própria,2º trimestre 2014,615.0
Rio de Janeiro (RJ),Conta própria,3º trimestre 2014,640.0
Rio de Janeiro (RJ),Conta própria,4º trimestre 2014,635.0
Rio de Janeiro (RJ),Conta própria,1º trimestre 2015,646.0
Rio de Janeiro (RJ),Conta própria,2º trimestre 2015,632.0
Rio de Janeiro (RJ),Conta própria,3º trimestre 2015,629.0
Rio de Janeiro (RJ),Conta própria,4º trimestre 2015,659.0
Rio de Janeiro (RJ),Conta própria,1º trimestre 2016,655.0
Rio de Janeiro (RJ),Conta própria,2º trimestre 2016,694.0
Rio de Janeiro (RJ),Conta própria,3º trimestre 2016,689.0
Rio de Janeiro (RJ),Conta própria,4º trimestre 2016,732.0
Rio de Janeiro (RJ),Conta própria,1º trimestre 2017,723.0
Rio de Janeiro (RJ),Conta própria,2º trimestre 2017,771.0
Rio de Janeiro (RJ),Conta própria,3º trimestre 2017,815.0
Rio de Janeiro (RJ),Conta própria,4º trimestre 2017,817.0
Rio de Janeiro (RJ),Conta própria,1º trimestre 2018,826.0
Rio de Janeiro (RJ),Conta própria,2º trimestre 2018,842.0
Rio de Janeiro (RJ),Conta própria,3º trimestre 2018,818.0
Rio de Janeiro (RJ),Conta própria,4º trimestre 2018,835.0
Rio de Janeiro (RJ),Conta própria,1º trimestre 2019,859.0
Rio de Janeiro (RJ),Conta própria,2º trimestre 2019,854.0
Rio de Janeiro (RJ),Conta própria,3º trimestre 2019,865.0
Rio de Janeiro (RJ),Conta própria,4º trimestre 2019,883.0
Rio de Janeiro (RJ),Conta própria,1º trimestre 2020,899.0
Rio de Janeiro (RJ),Conta própria,2º trimestre 2020,0.0
Rio de Janeiro (RJ),Conta própria,3º trimestre 2020,0.0
Rio de Janeiro (RJ),Conta própria,4º trimestre 2020,0.0
Rio de Janeiro (RJ),Conta própria,1º trimestre 2021,0.0
Rio de Janeiro (RJ),Conta própria,2º trimestre 2021,0.0
Rio de Janeiro (RJ),Conta própria,3º trimestre 2021,0.0
Rio de Janeiro (RJ),Conta própria,4º trimestre 2021,0.0
