municipio,trimestre,Condição de ocupação,quantidade de condição de ocupação
Aracaju (SE),4º trimestre 2020,Força de trabalho - desocupada,0
Aracaju (SE),4º trimestre 2020,Fora da força de trabalho,0
Aracaju (SE),1º trimestre 2021,Força de trabalho,0
Aracaju (SE),1º trimestre 2021,Força de trabalho - ocupada,0
Aracaju (SE),1º trimestre 2021,Força de trabalho - desocupada,0
Aracaju (SE),1º trimestre 2021,Fora da força de trabalho,0
Aracaju (SE),2º trimestre 2021,Força de trabalho,0
Aracaju (SE),2º trimestre 2021,Força de trabalho - ocupada,0
Aracaju (SE),2º trimestre 2021,Força de trabalho - desocupada,0
Aracaju (SE),2º trimestre 2021,Fora da força de trabalho,0
Aracaju (SE),3º trimestre 2021,Força de trabalho,0
Aracaju (SE),3º trimestre 2021,Força de trabalho - ocupada,0
Aracaju (SE),3º trimestre 2021,Força de trabalho - desocupada,0
Aracaju (SE),3º trimestre 2021,Fora da força de trabalho,0
Aracaju (SE),4º trimestre 2021,Força de trabalho,0
Aracaju (SE),4º trimestre 2021,Força de trabalho - ocupada,0
Aracaju (SE),4º trimestre 2021,Força de trabalho - desocupada,0
Aracaju (SE),4º trimestre 2021,Fora da força de trabalho,0
Aracaju (SE),1º trimestre 2022,Força de trabalho,0
Aracaju (SE),1º trimestre 2022,Força de trabalho - ocupada,0
Aracaju (SE),1º trimestre 2022,Força de trabalho - desocupada,0
Aracaju (SE),1º trimestre 2022,Fora da força de trabalho,0
Aracaju (SE),2º trimestre 2022,Força de trabalho,363
Aracaju (SE),2º trimestre 2022,Força de trabalho - ocupada,315
Aracaju (SE),2º trimestre 2022,Força de trabalho - desocupada,48
Aracaju (SE),2º trimestre 2022,Fora da força de trabalho,198
Aracaju (SE),3º trimestre 2022,Força de trabalho,356
Aracaju (SE),3º trimestre 2022,Força de trabalho - ocupada,309
Aracaju (SE),3º trimestre 2022,Força de trabalho - desocupada,47
Aracaju (SE),3º trimestre 2022,Fora da força de trabalho,201
Aracaju (SE),4º trimestre 2022,Força de trabalho,357
Aracaju (SE),4º trimestre 2022,Força de trabalho - ocupada,310
Aracaju (SE),4º trimestre 2022,Força de trabalho - desocupada,47
Aracaju (SE),4º trimestre 2022,Fora da força de trabalho,199
Aracaju (SE),1º trimestre 2023,Força de trabalho,344
Aracaju (SE),1º trimestre 2023,Força de trabalho - ocupada,301
Aracaju (SE),1º trimestre 2023,Força de trabalho - desocupada,43
Aracaju (SE),1º trimestre 2023,Fora da força de trabalho,219
Aracaju (SE),2º trimestre 2023,Força de trabalho,351
Aracaju (SE),2º trimestre 2023,Força de trabalho - ocupada,308
Aracaju (SE),2º trimestre 2023,Força de trabalho - desocupada,44
Aracaju (SE),2º trimestre 2023,Fora da força de trabalho,210
Aracaju (SE),3º trimestre 2023,Força de trabalho,345
Aracaju (SE),3º trimestre 2023,Força de trabalho - ocupada,310
Aracaju (SE),3º trimestre 2023,Força de trabalho - desocupada,36
Aracaju (SE),3º trimestre 2023,Fora da força de trabalho,219
Aracaju (SE),4º trimestre 2023,Força de trabalho,345
Aracaju (SE),4º trimestre 2023,Força de trabalho - ocupada,299
Aracaju (SE),4º trimestre 2023,Força de trabalho - desocupada,46
Aracaju (SE),4º trimestre 2023,Fora da força de trabalho,223
Aracaju (SE),1º trimestre 2024,Força de trabalho,358
Aracaju (SE),1º trimestre 2024,Força de trabalho - ocupada,316
Aracaju (SE),1º trimestre 2024,Força de trabalho - desocupada,42
Aracaju (SE),1º trimestre 2024,Fora da força de trabalho,217
Aracaju (SE),2º trimestre 2024,Força de trabalho,355
Aracaju (SE),2º trimestre 2024,Força de trabalho - ocupada,323
Aracaju (SE),2º trimestre 2024,Força de trabalho - desocupada,31
Aracaju (SE),2º trimestre 2024,Fora da força de trabalho,215
Aracaju (SE),3º trimestre 2024,Força de trabalho,359
Aracaju (SE),3º trimestre 2024,Força de trabalho - ocupada,328
Aracaju (SE),3º trimestre 2024,Força de trabalho - desocupada,31
Aracaju (SE),3º trimestre 2024,Fora da força de trabalho,218
Aracaju (SE),4º trimestre 2024,Força de trabalho,361
Aracaju (SE),4º trimestre 2024,Força de trabalho - ocupada,324
Aracaju (SE),4º trimestre 2024,Força de trabalho - desocupada,37
Aracaju (SE),4º trimestre 2024,Fora da força de trabalho,217
Salvador (BA),1º trimestre 2012,Força de trabalho,1590
Salvador (BA),1º trimestre 2012,Força de trabalho - ocupada,1429
Salvador (BA),1º trimestre 2012,Força de trabalho - desocupada,161
Salvador (BA),1º trimestre 2012,Fora da força de trabalho,641
Salvador (BA),2º trimestre 2012,Força de trabalho,1595
Salvador (BA),2º trimestre 2012,Força de trabalho - ocupada,1429
Salvador (BA),2º trimestre 2012,Força de trabalho - desocupada,166
Salvador (BA),2º trimestre 2012,Fora da força de trabalho,639
Salvador (BA),3º trimestre 2012,Força de trabalho,1605
Salvador (BA),3º trimestre 2012,Força de trabalho - ocupada,1452
Salvador (BA),3º trimestre 2012,Força de trabalho - desocupada,153
Salvador (BA),3º trimestre 2012,Fora da força de trabalho,646
Salvador (BA),4º trimestre 2012,Força de trabalho,1579
Salvador (BA),4º trimestre 2012,Força de trabalho - ocupada,1429
Salvador (BA),4º trimestre 2012,Força de trabalho - desocupada,150
Salvador (BA),4º trimestre 2012,Fora da força de trabalho,669
Salvador (BA),1º trimestre 2013,Força de trabalho,1551
Salvador (BA),1º trimestre 2013,Força de trabalho - ocupada,1348
Salvador (BA),1º trimestre 2013,Força de trabalho - desocupada,203
Salvador (BA),1º trimestre 2013,Fora da força de trabalho,698
Salvador (BA),2º trimestre 2013,Força de trabalho,1553
Salvador (BA),2º trimestre 2013,Força de trabalho - ocupada,1363
Salvador (BA),2º trimestre 2013,Força de trabalho - desocupada,190
Salvador (BA),2º trimestre 2013,Fora da força de trabalho,726
Salvador (BA),3º trimestre 2013,Força de trabalho,1549
Salvador (BA),3º trimestre 2013,Força de trabalho - ocupada,1379
Salvador (BA),3º trimestre 2013,Força de trabalho - desocupada,170
Salvador (BA),3º trimestre 2013,Fora da força de trabalho,714
Salvador (BA),4º trimestre 2013,Força de trabalho,1588
Salvador (BA),4º trimestre 2013,Força de trabalho - ocupada,1427
Salvador (BA),4º trimestre 2013,Força de trabalho - desocupada,161
Salvador (BA),4º trimestre 2013,Fora da força de trabalho,670
Salvador (BA),1º trimestre 2014,Força de trabalho,1658
Salvador (BA),1º trimestre 2014,Força de trabalho - ocupada,1421
Salvador (BA),1º trimestre 2014,Força de trabalho - desocupada,237
Salvador (BA),1º trimestre 2014,Fora da força de trabalho,617
Salvador (BA),2º trimestre 2014,Força de trabalho,1646
Salvador (BA),2º trimestre 2014,Força de trabalho - ocupada,1434
Salvador (BA),2º trimestre 2014,Força de trabalho - desocupada,212
Salvador (BA),2º trimestre 2014,Fora da força de trabalho,644
Salvador (BA),3º trimestre 2014,Força de trabalho,1615
Salvador (BA),3º trimestre 2014,Força de trabalho - ocupada,1406
Salvador (BA),3º trimestre 2014,Força de trabalho - desocupada,209
Salvador (BA),3º trimestre 2014,Fora da força de trabalho,655
Salvador (BA),4º trimestre 2014,Força de trabalho,1667
Salvador (BA),4º trimestre 2014,Força de trabalho - ocupada,1472
Salvador (BA),4º trimestre 2014,Força de trabalho - desocupada,194
Salvador (BA),4º trimestre 2014,Fora da força de trabalho,651
Salvador (BA),1º trimestre 2015,Força de trabalho,1628
Salvador (BA),1º trimestre 2015,Força de trabalho - ocupada,1427
Salvador (BA),1º trimestre 2015,Força de trabalho - desocupada,201
Salvador (BA),1º trimestre 2015,Fora da força de trabalho,688
Salvador (BA),2º trimestre 2015,Força de trabalho,1650
Salvador (BA),2º trimestre 2015,Força de trabalho - ocupada,1415
Salvador (BA),2º trimestre 2015,Força de trabalho - desocupada,235
Salvador (BA),2º trimestre 2015,Fora da força de trabalho,695
Salvador (BA),3º trimestre 2015,Força de trabalho,1692
Salvador (BA),3º trimestre 2015,Força de trabalho - ocupada,1416
Salvador (BA),3º trimestre 2015,Força de trabalho - desocupada,276
Salvador (BA),3º trimestre 2015,Fora da força de trabalho,653
Salvador (BA),4º trimestre 2015,Força de trabalho,1679
Salvador (BA),4º trimestre 2015,Força de trabalho - ocupada,1456
Salvador (BA),4º trimestre 2015,Força de trabalho - desocupada,223
Salvador (BA),4º trimestre 2015,Fora da força de trabalho,682
Salvador (BA),1º trimestre 2016,Força de trabalho,1657
Salvador (BA),1º trimestre 2016,Força de trabalho - ocupada,1366
Salvador (BA),1º trimestre 2016,Força de trabalho - desocupada,291
Salvador (BA),1º trimestre 2016,Fora da força de trabalho,692
Salvador (BA),2º trimestre 2016,Força de trabalho,1635
Salvador (BA),2º trimestre 2016,Força de trabalho - ocupada,1344
Salvador (BA),2º trimestre 2016,Força de trabalho - desocupada,291
Salvador (BA),2º trimestre 2016,Fora da força de trabalho,717
Salvador (BA),3º trimestre 2016,Força de trabalho,1624
Salvador (BA),3º trimestre 2016,Força de trabalho - ocupada,1345
Salvador (BA),3º trimestre 2016,Força de trabalho - desocupada,279
Salvador (BA),3º trimestre 2016,Fora da força de trabalho,713
Salvador (BA),4º trimestre 2016,Força de trabalho,1641
Salvador (BA),4º trimestre 2016,Força de trabalho - ocupada,1366
Salvador (BA),4º trimestre 2016,Força de trabalho - desocupada,275
Salvador (BA),4º trimestre 2016,Fora da força de trabalho,705
Salvador (BA),1º trimestre 2017,Força de trabalho,1675
Salvador (BA),1º trimestre 2017,Força de trabalho - ocupada,1418
Salvador (BA),1º trimestre 2017,Força de trabalho - desocupada,257
Salvador (BA),1º trimestre 2017,Fora da força de trabalho,683
Salvador (BA),2º trimestre 2017,Força de trabalho,1665
Salvador (BA),2º trimestre 2017,Força de trabalho - ocupada,1397
Salvador (BA),2º trimestre 2017,Força de trabalho - desocupada,268
Salvador (BA),2º trimestre 2017,Fora da força de trabalho,694
Salvador (BA),3º trimestre 2017,Força de trabalho,1679
Salvador (BA),3º trimestre 2017,Força de trabalho - ocupada,1439
Salvador (BA),3º trimestre 2017,Força de trabalho - desocupada,241
Salvador (BA),3º trimestre 2017,Fora da força de trabalho,690
Salvador (BA),4º trimestre 2017,Força de trabalho,1687
Salvador (BA),4º trimestre 2017,Força de trabalho - ocupada,1457
Salvador (BA),4º trimestre 2017,Força de trabalho - desocupada,230
Salvador (BA),4º trimestre 2017,Fora da força de trabalho,692
Salvador (BA),1º trimestre 2018,Força de trabalho,1671
Salvador (BA),1º trimestre 2018,Força de trabalho - ocupada,1410
Salvador (BA),1º trimestre 2018,Força de trabalho - desocupada,260
Salvador (BA),1º trimestre 2018,Fora da força de trabalho,712
Salvador (BA),2º trimestre 2018,Força de trabalho,1694
Salvador (BA),2º trimestre 2018,Força de trabalho - ocupada,1398
Salvador (BA),2º trimestre 2018,Força de trabalho - desocupada,296
Salvador (BA),2º trimestre 2018,Fora da força de trabalho,686
Salvador (BA),3º trimestre 2018,Força de trabalho,1695
Salvador (BA),3º trimestre 2018,Força de trabalho - ocupada,1417
Salvador (BA),3º trimestre 2018,Força de trabalho - desocupada,278
Salvador (BA),3º trimestre 2018,Fora da força de trabalho,704
Salvador (BA),4º trimestre 2018,Força de trabalho,1726
Salvador (BA),4º trimestre 2018,Força de trabalho - ocupada,1458
Salvador (BA),4º trimestre 2018,Força de trabalho - desocupada,268
Salvador (BA),4º trimestre 2018,Fora da força de trabalho,673
Salvador (BA),1º trimestre 2019,Força de trabalho,1688
Salvador (BA),1º trimestre 2019,Força de trabalho - ocupada,1421
Salvador (BA),1º trimestre 2019,Força de trabalho - desocupada,267
Salvador (BA),1º trimestre 2019,Fora da força de trabalho,723
Salvador (BA),2º trimestre 2019,Força de trabalho,1735
Salvador (BA),2º trimestre 2019,Força de trabalho - ocupada,1425
Salvador (BA),2º trimestre 2019,Força de trabalho - desocupada,310
Salvador (BA),2º trimestre 2019,Fora da força de trabalho,700
Salvador (BA),3º trimestre 2019,Força de trabalho,1698
Salvador (BA),3º trimestre 2019,Força de trabalho - ocupada,1441
Salvador (BA),3º trimestre 2019,Força de trabalho - desocupada,257
Salvador (BA),3º trimestre 2019,Fora da força de trabalho,712
Salvador (BA),4º trimestre 2019,Força de trabalho,1696
Salvador (BA),4º trimestre 2019,Força de trabalho - ocupada,1436
Salvador (BA),4º trimestre 2019,Força de trabalho - desocupada,260
Salvador (BA),4º trimestre 2019,Fora da força de trabalho,705
Salvador (BA),1º trimestre 2020,Força de trabalho,1659
Salvador (BA),1º trimestre 2020,Força de trabalho - ocupada,1366
Salvador (BA),1º trimestre 2020,Força de trabalho - desocupada,293
Salvador (BA),1º trimestre 2020,Fora da força de trabalho,759
Salvador (BA),2º trimestre 2020,Força de trabalho,0
Salvador (BA),2º trimestre 2020,Força de trabalho - ocupada,0
Salvador (BA),2º trimestre 2020,Força de trabalho - desocupada,0
Salvador (BA),2º trimestre 2020,Fora da força de trabalho,0
Salvador (BA),3º trimestre 2020,Força de trabalho,0
Salvador (BA),3º trimestre 2020,Força de trabalho - ocupada,0
Salvador (BA),3º trimestre 2020,Força de trabalho - desocupada,0
Salvador (BA),3º trimestre 2020,Fora da força de trabalho,0
Salvador (BA),4º trimestre 2020,Força de trabalho,0
Salvador (BA),4º trimestre 2020,Força de trabalho - ocupada,0
Salvador (BA),4º trimestre 2020,Força de trabalho - desocupada,0
Salvador (BA),4º trimestre 2020,Fora da força de trabalho,0
Salvador (BA),1º trimestre 2021,Força de trabalho,0
Salvador (BA),1º trimestre 2021,Força de trabalho - ocupada,0
Salvador (BA),1º trimestre 2021,Força de trabalho - desocupada,0
Salvador (BA),1º trimestre 2021,Fora da força de trabalho,0
Salvador (BA),2º trimestre 2021,Força de trabalho,0
Salvador (BA),2º trimestre 2021,Força de trabalho - ocupada,0
Salvador (BA),2º trimestre 2021,Força de trabalho - desocupada,0
Salvador (BA),2º trimestre 2021,Fora da força de trabalho,0
Salvador (BA),3º trimestre 2021,Força de trabalho,0
Salvador (BA),3º trimestre 2021,Força de trabalho - ocupada,0
Salvador (BA),3º trimestre 2021,Força de trabalho - desocupada,0
Salvador (BA),3º trimestre 2021,Fora da força de trabalho,0
Salvador (BA),4º trimestre 2021,Força de trabalho,0
Salvador (BA),4º trimestre 2021,Força de trabalho - ocupada,0
Salvador (BA),4º trimestre 2021,Força de trabalho - desocupada,0
Salvador (BA),4º trimestre 2021,Fora da força de trabalho,0
Salvador (BA),1º trimestre 2022,Força de trabalho,0
Salvador (BA),1º trimestre 2022,Força de trabalho - ocupada,0
Salvador (BA),1º trimestre 2022,Força de trabalho - desocupada,0
Salvador (BA),1º trimestre 2022,Fora da força de trabalho,0
Salvador (BA),2º trimestre 2022,Força de trabalho,1595
Salvador (BA),2º trimestre 2022,Força de trabalho - ocupada,1328
Salvador (BA),2º trimestre 2022,Força de trabalho - desocupada,267
Salvador (BA),2º trimestre 2022,Fora da força de trabalho,834
Salvador (BA),3º trimestre 2022,Força de trabalho,1586
Salvador (BA),3º trimestre 2022,Força de trabalho - ocupada,1302
Salvador (BA),3º trimestre 2022,Força de trabalho - desocupada,284
Salvador (BA),3º trimestre 2022,Fora da força de trabalho,859
Salvador (BA),4º trimestre 2022,Força de trabalho,1612
Salvador (BA),4º trimestre 2022,Força de trabalho - ocupada,1382
Salvador (BA),4º trimestre 2022,Força de trabalho - desocupada,230
Salvador (BA),4º trimestre 2022,Fora da força de trabalho,829
Salvador (BA),1º trimestre 2023,Força de trabalho,1600
Salvador (BA),1º trimestre 2023,Força de trabalho - ocupada,1333
Salvador (BA),1º trimestre 2023,Força de trabalho - desocupada,267
Salvador (BA),1º trimestre 2023,Fora da força de trabalho,836
Salvador (BA),2º trimestre 2023,Força de trabalho,1605
Salvador (BA),2º trimestre 2023,Força de trabalho - ocupada,1348
Salvador (BA),2º trimestre 2023,Força de trabalho - desocupada,257
Salvador (BA),2º trimestre 2023,Fora da força de trabalho,868
Salvador (BA),3º trimestre 2023,Força de trabalho,1613
Salvador (BA),3º trimestre 2023,Força de trabalho - ocupada,1369
Salvador (BA),3º trimestre 2023,Força de trabalho - desocupada,244
Salvador (BA),3º trimestre 2023,Fora da força de trabalho,862
Salvador (BA),4º trimestre 2023,Força de trabalho,1647
Salvador (BA),4º trimestre 2023,Força de trabalho - ocupada,1415
Salvador (BA),4º trimestre 2023,Força de trabalho - desocupada,232
Salvador (BA),4º trimestre 2023,Fora da força de trabalho,834
Salvador (BA),1º trimestre 2024,Força de trabalho,1583
Salvador (BA),1º trimestre 2024,Força de trabalho - ocupada,1327
Salvador (BA),1º trimestre 2024,Força de trabalho - desocupada,256
Salvador (BA),1º trimestre 2024,Fora da força de trabalho,871
Salvador (BA),2º trimestre 2024,Força de trabalho,1524
Salvador (BA),2º trimestre 2024,Força de trabalho - ocupada,1296
Salvador (BA),2º trimestre 2024,Força de trabalho - desocupada,229
Salvador (BA),2º trimestre 2024,Fora da força de trabalho,965
Salvador (BA),3º trimestre 2024,Força de trabalho,1577
Salvador (BA),3º trimestre 2024,Força de trabalho - ocupada,1403
Salvador (BA),3º trimestre 2024,Força de trabalho - desocupada,174
Salvador (BA),3º trimestre 2024,Fora da força de trabalho,937
Salvador (BA),4º trimestre 2024,Força de trabalho,1575
Salvador (BA),4º trimestre 2024,Força de trabalho - ocupada,1422
Salvador (BA),4º trimestre 2024,Força de trabalho - desocupada,153
Salvador (BA),4º trimestre 2024,Fora da força de trabalho,909
Belo Horizonte (MG),1º trimestre 2012,Força de trabalho,1310
